(+)-alpha-pinene	CC1=CCC2CC1C2(C)C	GRWFGVWFFZKLTI-UHFFFAOYSA-N
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	CCC=CCC=CCC=CCC=CCC=CCC=CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	KRIFZIRXAAITHR-KWFBMMABSA-N
(7Z)-octadecenoic acid	CCCCCCCCCC/C=C\CCCCCC(=O)O	RVUCYJXFCAVHNC-QXMHVHEDSA-N
(7Z)-octadecenoyl-CoA	CCCCCCCCCCC=CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	IVOWZZDWEHGSGB-JUGOISETSA-J
(7Z)-tetradecenoic acid	CCCCCC/C=C\CCCCCC(=O)O	ZVXDGKJSUPWREP-FPLPWBNLSA-N
(7Z)-tetradecenoyl-CoA	CCCCCCC=CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	JPIHVKICKVPFFY-TWAFKMGKSA-J
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	LVXQCHCSSLFKLO-KPOVBLHLSA-N
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	NDRVWKXEWNMEEO-HVGANWHPSA-N
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine	CC/C=C/CC/C=C/C/C=C/CC/C=C/CC/C=C/CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	AOSDFVDGMYPTHD-NQXOOMTHSA-N
(8Z,11Z)-eicosadienoyl-CoA	CCCCCCCCC=CCC=CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	IDZIQDSITPCMGI-YJDSXOKISA-N
(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA	CCC=CCC=CCC=CCC=CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	PLHICYKOPITJJT-QWOXCLFSSA-N
(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	VPEBWBVNBKLXSR-VDNIJTNNSA-N
(9E)-octadecenoyl-CoA	CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	XDUHQPOXLUAVEE-MBEFLBOUSA-J
(9E)-octadecenoylcarnitine	CCCCCCCC/C=C/CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	IPOLTUVFXFHAHI-OUKQBFOZSA-N
(9E)-tetradecenoic acid	CCCCC=CCCCCCCCC(=O)O	YWWVWXASSLXJHU-AATRIKPKSA-N
(9Z,12Z,15Z,18Z)-TTA	CCCCCCCCCCCCCCC/C=C/C=C/C=C/C=C/C(=O)[O-]	RZHACVKGHNMWOP-ZWZRQGCWSA-M
(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	OKOXEYTYHDPTEW-GJYKHRJNSA-N
(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine	CCCCCC=CCC=CCC=CCC=CCCCCCCCC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C	OVCKQONNZPULLZ-LJAQVGFWSA-N
(9Z,12Z,15Z,18Z,21Z)-TPA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)[O-]	NPTIBOCVSPURCS-JLNKQSITSA-M
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	BNAMTMVBOVNNSH-AFQBPCMKSA-N
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine	CCC=CCC=CCC=CCC=CCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	AQYQJMYFFSCGBI-UHFFFAOYSA-N
(E)-4-hydroxynon-2-enoate	CCCCCC(O)/C=C/C(=O)[O-]	RLNIWODKAMVILO-VOTSOKGWSA-M
(E)-hexadec-2-enoate	CCCCCCCCCCCCC/C=C/C(=O)[O-]	ZVRMGCSSSYZGSM-CCEZHUSRSA-M
(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1	CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OCCC(C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O	MSRIEQBVNYLVDQ-PCAUIPACSA-N
(R)-2-hydroxyglutarate	O=C([O-])CC[C@@H](O)C(=O)[O-]	HWXBTNAVRSUOJR-GSVOUGTGSA-L
(R)-3-hydroxybutanoate	C[C@@H](O)CC(=O)O	WHBMMWSBFZVSSR-GSVOUGTGSA-N
(R)-3-hydroxybutanoyl-CoA	C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	QHHKKMYHDBRONY-WZZMXTMRSA-N
(R)-4-phosphopantothenoyl-cysteine	CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)O	XQYALQVLCNHCFT-CBAPKCEASA-N
(R)-5-diphosphomevalonate	C[C@@](O)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O	SIGQQUBJQXSAMW-ZCFIWIBFSA-N
(R)-5-phosphomevalonate	C[C@@](O)(CCOP(=O)(O)O)CC(=O)O	OKZYCXHTTZZYSK-ZCFIWIBFSA-N
(R)-S-lactoylglutathione	C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O	VDYDCVUWILIYQF-CSMHCCOUSA-N
(R)-methylmalonyl-CoA	C[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	MZFOKIKEPGUZEN-AGCMQPJKSA-N
(R)-mevalonate		KJTLQQUUPVSXIM-ZCFIWIBFSA-M
(S)-2-aminobutanoate	CC[C@H]([NH3+])C(=O)[O-]	QWCKQJZIFLGMSD-VKHMYHEASA-N
(S)-3-hydroxy-11-cis-octadecenoyl-CoA	CCCCCCC=CCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O	SCDXBWNPJAGEEK-KBOAXVDLSA-J
(S)-3-hydroxy-2-methylbutyryl-CoA	C[C@H](O)[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	PEKYNTFSOBAABV-LQUDNSJZSA-N
(S)-3-hydroxybutanoate	C[C@H](O)CC(=O)[O-]	WHBMMWSBFZVSSR-VKHMYHEASA-M
(S)-3-hydroxybutyryl-CoA	C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	QHHKKMYHDBRONY-VKBDFPRVSA-N
(S)-3-hydroxydodecanoyl-CoA	CCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	IJFLXRCJWPKGKJ-LXIXEQKWSA-N
(S)-3-hydroxyhexadecanoyl-CoA	CCCCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	DEHLMTDDPWDRDR-BCIKBWLNSA-N
(S)-3-hydroxypalmitoleoyl-CoA	CCCCCCC=CCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	ZIRSQPAPHGZDIL-MDZDMXLPSA-N
(S)-3-hydroxytetradecanoyl-CoA	CCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	OXBHKMHNDGRDCZ-STLSENOWSA-N
(S)-3-sulfolactate	O=C([O-])[C@H](O)CS(=O)(=O)[O-]	CQQGIWJSICOUON-UWTATZPHSA-L
(S)-Glycerate	C(C(C(=O)O)O)O	RBNPOMFGQQGHHO-REOHCLBHSA-N
(S)-dihydroorotate	O=C1C[C@@H](C(=O)[O-])NC(=O)N1	UFIVEPVSAGBUSI-REOHCLBHSA-M
(S)-hydroxydecanoyl-CoA	CCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	HIVSMYZAMUNFKZ-PNPVFPMQSA-N
(S)-hydroxyhexanoyl-CoA	CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	VAAHKRMGOFIORX-IKTBLOROSA-N
(S)-hydroxyoctanoyl-CoA	CCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	ATVGTMKWKDUCMS-OTOYJEMWSA-N
(Z)-But-2-Ene-1,2,3-Tricarboxylate	C/C(C(=O)[O-])=C(\CC(=O)[O-])C(=O)[O-]	NUZLRKBHOBPTQV-ARJAWSKDSA-K
(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid	CCC=CCC=CCC=CCCCCCC(=O)O	KBGYPXOSNDMZRV-PDBXOOCHSA-N
(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine	CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O	ANPUOEHHKRCFGW-NRDBFSGKSA-N
(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)	CC(C(=O)O)N	QNAYBMKLOCPYGJ-UHFFFAOYSA-N
(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	COC1=CC=C(C=C1)I	SYSZENVIJHPFNL-UHFFFAOYSA-N
(indol-3-yl)acetamide	NC(=O)Cc1c[nH]c2ccccc12	ZOAMBXDOGPRZLP-UHFFFAOYSA-N
1,1-dichloroethylene	C=C(Cl)Cl	LGXVIGDEPROXKC-UHFFFAOYSA-N
1,1-dichloroethylene epoxide	ClC1(Cl)CO1	DPVAHOUXGQHEOI-UHFFFAOYSA-N
1,2,3,4-tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal	COc1cc(O)c(C(CO)C(O)C=O)c2oc(=O)c3c(c12)CCC3=O	XSQLDUBMTHWWOR-UHFFFAOYSA-N
1,2,3,4-tetrahydro-beta-carboline	C1CNCC2=C1C3=CC=CC=C3N2	CFTOTSJVQRFXOF-UHFFFAOYSA-N
1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen	[*]NC(=O)[C@H](CC[C@H](CN)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC([*])=O	
1,2-Diacyl-Sn-Glycerol (Didodecanoyl, N-C12:0)	CCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCC	OQQOAWVKVDAJOI-UHFFFAOYSA-N
1,2-dehydrosalsolinol	CC1=NCCc2cc(O)c(O)cc21	DWHSGRLKLUGKOU-UHFFFAOYSA-N
1,2-diacylglycerol-LD-PC pool	[*]C(=O)OC[C@H](CO)OC([*])=O	
1,2-diacylglycerol-LD-PE pool	[*]C(=O)OC[C@H](CO)OC([*])=O	
1,2-diacylglycerol-LD-PI pool	[*]C(=O)OC[C@H](CO)OC([*])=O	
1,2-diacylglycerol-LD-PS pool	[*]C(=O)OC[C@H](CO)OC([*])=O	
1,2-diacylglycerol-LD-SM pool	[*]C(=O)OC[C@H](CO)OC([*])=O	
1,2-diacylglycerol-LD-TAG pool	[*]C(=O)OC[C@H](CO)OC([*])=O	
1,2-diacylglycerol-VLDL pool	[*]C(=O)OC[C@H](CO)OC([*])=O	
1,2-diacylglycerol-bile-PC pool	[*]C(=O)OC[C@H](CO)OC([*])=O	
1,2-diacylglycerol-chylomicron pool	[*]C(=O)OC[C@H](CO)OC([*])=O	
1,2-dibromoethane	BrCCBr	PAAZPARNPHGIKF-UHFFFAOYSA-N
1,2-dihydronaphthalene-1,2-diol	OC1C=Cc2ccccc2C1O	QPUHWUSUBHNZCG-UHFFFAOYSA-N
1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene	OC1c2ccccc2C2OC2C1O	XDSJRQRRQDAPNL-UHFFFAOYSA-N
1,2-dihydroxy-5-(methylthio)pent-1-en-3-one	CSCCC(=O)/C(O)=C/O	CILXJJLQPTUUSS-XQRVVYSFSA-N
1,2-naphthoquinone	O=C1C=Cc2ccccc2C1=O	KETQAJRQOHHATG-UHFFFAOYSA-N
1,3-bisphospho-D-glycerate	O=C(OP(=O)(O)O)[C@H](O)COP(=O)(O)O	LJQLQCAXBUHEAZ-UWTATZPHSA-N
1,3-diaminopropane	[NH3+]CCC[NH3+]	XFNJVJPLKCPIBV-UHFFFAOYSA-P
1,4-Dihydroxy-midazolam	C1=CC=C(C(=C1)C2=NC(C3=CN=C(N3C4=C2C=C(C=C4)Cl)CO)O)F	OJDUJEPGFILARE-UHFFFAOYSA-N
1,4-benzoquinone	O=C1C=CC(=O)C=C1	AZQWKYJCGOJGHM-UHFFFAOYSA-N
1,4-benzothiazine-O-quinonimine	N[C@H](CC1=CC(=O)C2=N[C@@H](C(=O)O)CSC2=C1)C(=O)O	NANJICKTJNNTGA-RNFRBKRXSA-N
1,4-dihydroxynaphthalene	Oc1ccc(O)c2ccccc12	PCILLCXFKWDRMK-UHFFFAOYSA-N
1,4-naphthoquinone	O=C1C=CC(=O)c2ccccc21	FRASJONUBLZVQX-UHFFFAOYSA-N
1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate	O=C(O)C1Cc2c([nH]c3ccccc23)C(C(O)C(O)C(O)C(O)CO)N1	LCHFAYIGHOVWSA-UHFFFAOYSA-N
1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine	[*]C=COC[C@H](O)COP(=O)(O)OCCN	
1-(3-pyridinyl)-1,4-butanediol	OCCCC(O)c1cccnc1	RGJHRVMTLGLFPX-UHFFFAOYSA-N
1-(methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol	CN(N=O)C(O)CCC(O)c1cccnc1	ZDEMEBJTHIDHSF-UHFFFAOYSA-N
1-Acylglycerone 3-Phosphate	*C(=O)OCC(=O)COP(=O)(O)O	IWFZHMQFZRLGDQ-UHFFFAOYSA-N
1-Alkyl-2-Acetyl-Sn-Glycerol 3-Phosphate	CC(=O)OC(CO)COP(=O)(O)O	FBIJMYWJXFJADB-RXMQYKEDSA-N
1-Arachidonoyl Glycerol	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC(O)CO	DCPCOKIYJYGMDN-DOFZRALJSA-N
1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	ROPRRXYVXLDXQO-XSQXPFHXSA-N
1-Linoleoylglycerophosphocholine (Delta 9,12)	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	SPJFYYJXNPEZDW-FTJOPAKQSA-N
1-Linoleoylglycerophosphoethanolamine (Delta 9,12)	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	DBHKHNGBVGWQJE-USWSLJGRSA-N
1-acylglycerol-3P pool	[*]C(=O)OC[C@@H](O)COP(=O)(O)O	
1-acylglycerol-3P-10,13,16-docosa	CCCCC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]	YJDLHQUZSFUJGW-XQCPFYKGSA-L
1-acylglycerol-3P-11,14-eicosa	CCCCCC=CC/C=C\CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	PIWSAHYRIXOITD-MNZXDXIFSA-N
1-acylglycerol-3P-11-docose	CCCCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	SNGZFCPKZNNZFT-FJIRUFBNSA-N
1-acylglycerol-3P-11-eico	CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	OAYFHKCHTMNTLM-MZMPXXGTSA-N
1-acylglycerol-3P-13,16-docosa	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	GFXKNONHFFXXOL-XBJNFHHOSA-N
1-acylglycerol-3P-4,7,10,13,16,19-doco	CCC=CCC=CC/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](O)COP(=O)(O)O	UWHSPTWBPTXYMF-IZJKNPMXSA-N
1-acylglycerol-3P-5,8,11,14,17-eico	CCC=CCC=CC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)(O)O	DKFJPTBTSHHMCQ-HBBPWDRDSA-N
1-acylglycerol-3P-6,9,12,15-octa	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](O)COP(=O)(O)O	AHLQLKDUCYXYLC-VAVNNBBDSA-N
1-acylglycerol-3P-7,10,13,16-docosa	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]	KSDVXYAHZXLGDS-XSQXPFHXSA-L
1-acylglycerol-3P-9-heptade	CCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	PIVUMJCNAUHUPL-OLHLWXQYSA-N
1-acylglycerol-3P-9-tetrade	CCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	IQSHJASKBUVXAG-OGZRUICASA-N
1-acylglycerol-3P-LD-PC pool (liver tissue)	[*]C(=O)OC[C@@H](O)COP(=O)(O)O	
1-acylglycerol-3P-LD-PE pool (liver tissue)	[*]C(=O)OC[C@@H](O)COP(=O)(O)O	
1-acylglycerol-3P-LD-PI pool (liver tissue)	[*]C(=O)OC[C@@H](O)COP(=O)(O)O	
1-acylglycerol-3P-LD-PS pool (liver tissue)	[*]C(=O)OC[C@@H](O)COP(=O)(O)O	
1-acylglycerol-3P-LD-SM pool (liver tissue)	[*]C(=O)OC[C@@H](O)COP(=O)(O)O	
1-acylglycerol-3P-LD-TG1 pool (liver tissue)	[*]C(=O)OC[C@@H](O)COP(=O)(O)O	
1-acylglycerol-3P-bile-PC pool	[*]C(=O)OC[C@@H](O)COP(=O)(O)O	
1-acylglycerol-3P-dihomo-gamma	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	LZSKMXWVALYCLG-CSLWLMPESA-N
1-acylglycerol-3P-docosa	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	SQNPGTTUWWZACK-XMMPIXPASA-N
1-acylglycerol-3P-heneico	CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	SPXKINNONQHLLM-HSZRJFAPSA-N
1-acylglycerol-3P-nanode	CCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O	YAERNOYIELLICR-OAQYLSRUSA-N
1-acylglycerol-3P-palmn	CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]	GLGQZYWTNAOWHT-JTHGQSKGSA-L
1-acylglycerol-3P-pentade	CCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]	RZDCKQARKXMIQI-QGZVFWFLSA-L
1-acylglycerol-3P-tridec	CC(C)CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]	RJPMJHYNCNEFDQ-OAHLLOKOSA-L
1-acylglycerol-LD-PC pool	[*]OCC(CO[*])O[*]	
1-acylglycerol-LD-PE pool	[*]OCC(CO[*])O[*]	
1-acylglycerol-LD-PI pool	[*]OCC(CO[*])O[*]	
1-acylglycerol-LD-PS pool	[*]OCC(CO[*])O[*]	
1-acylglycerol-LD-SM pool	[*]OCC(CO[*])O[*]	
1-acylglycerol-LD-TG1 pool	[*]OCC(CO[*])O[*]	
1-acylglycerol-VLDL pool	[*]OCC(CO[*])O[*]	
1-acylglycerol-chylomicron pool	[*]OCC(CO[*])O[*]	
1-alkyl-2-acetyl-sn-glycerol	CC(=O)O[C@@H](CO)CO[*]	
1-alkyl-2-acylglycerol	[*]OC[C@H](CO)OC([*])=O	
1-alkyl-2-acylglycerophosphoethanolamine	[*]OC[C@H](COP(=O)([O-])OCC[NH3+])OC([*])=O	
1-alpha,24R,25-trihydroxyvitamin D2	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@](C)(O)C(C)(C)O)C[C@@H](O)C[C@@H]1O	KRGCLKZOZQUAFK-ABEKVIRTSA-N
1-alpha,25-dihydroxyvitamin D2	CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	ZGLHBRQAEXKACO-XJRQOBMKSA-N
1-deoxy-1-(N6-lysino)-D-fructose	C(CCNCC1(C(C(C(O1)CO)O)O)O)CC(C(=O)O)N	ZAWLGBRDVQURAK-TYCYOEEFSA-N
1-hexadecylglycerol-3-phosphate	CCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)([O-])[O-]	XLVRFPVHQPHXAA-LJQANCHMSA-L
1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether	CCCCCC1O/C1=C/COC(CCCCCCCC(=O)O)OO	UPKSZTNLXJIVNV-DTQAZKPQSA-N
1-lyso-2-arachidonoyl-phosphatidate	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)COP(=O)(O)O	BDCFJMBXZCIVRH-CGRWFSSPSA-N
1-methylnicotinamide	C[n+]1cccc(C(N)=O)c1	LDHMAVIPBRSVRG-UHFFFAOYSA-O
1-methylpyrrolinium	C[N+]1=CCCC1	FDWZAOGDOVQOLD-UHFFFAOYSA-N
1-naphthol	Oc1cccc2ccccc12	KJCVRFUGPWSIIH-UHFFFAOYSA-N
1-naphthylamine	Nc1cccc2ccccc12	RUFPHBVGCFYCNW-UHFFFAOYSA-N
1-nitro-5,6-dihydroxy-dihydronaphthalene	O=[N+]([O-])c1cccc2c1C=CC(O)C2O	VNMNNCGXMBPWIX-UHFFFAOYSA-N
1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene	C1=CC2=C(C=CC(C2SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O)C(=C1)[N+](=O)[O-]	ASZHPHJDCUIIBF-RJXQQRCHSA-N
1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	C1=CC2=C(C=CC(C2O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=C1)[N+](=O)[O-]	SFJZEQDXMXSLGC-RJXQQRCHSA-N
